,Province_State,Date,Confirmed,Deaths
3165,Louisiana,2020-03-03,0,0
2313,Idaho,2020-03-03,0,0
2029,Guam,2020-03-03,0,0
3875,Minnesota,2020-03-03,0,0
3450,Maryland,2020-03-04,0,0
1036,Connecticut,2020-03-04,0,0
1746,Georgia,2020-03-04,2,0
6148,Pennsylvania,2020-03-04,0,0
4870,New Jersey,2020-03-04,0,0
5154,New York,2020-03-04,11,0
3592,Massachusetts,2020-03-04,2,0
610,Arkansas,2020-03-04,0,0
1178,Delaware,2020-03-04,0,0
6716,South Dakota,2020-03-04,0,0
6290,Puerto Rico,2020-03-04,0,0
8136,Wyoming,2020-03-04,0,0
5296,North Carolina,2020-03-04,1,0
7142,Utah,2020-03-04,0,0
4728,New Hampshire,2020-03-04,2,0
2598,Indiana,2020-03-04,0,0
5438,North Dakota,2020-03-04,0,0
4018,Mississippi,2020-03-04,0,0
6432,Rhode Island,2020-03-04,2,0
2172,Hawaii,2020-03-04,0,0
7000,Texas,2020-03-04,0,0
5864,Oklahoma,2020-03-04,0,0
1604,Florida,2020-03-04,2,0
5580,Northern Mariana Islands,2020-03-04,0,0
894,Colorado,2020-03-04,0,0
468,Arizona,2020-03-04,1,0
3734,Michigan,2020-03-04,0,0
1320,Diamond Princess,2020-03-04,0,0
42,Alabama,2020-03-04,0,0
2030,Guam,2020-03-04,0,0
6006,Oregon,2020-03-04,3,0
7710,Washington,2020-03-04,39,10
7568,Virginia,2020-03-04,0,0
7284,Vermont,2020-03-04,0,0
2314,Idaho,2020-03-04,0,0
4586,Nevada,2020-03-04,0,0
752,California,2020-03-04,35,1
3308,Maine,2020-03-04,0,0
4160,Missouri,2020-03-04,0,0
3876,Minnesota,2020-03-04,0,0
6574,South Carolina,2020-03-04,0,0
5012,New Mexico,2020-03-04,0,0
4444,Nebraska,2020-03-04,0,0
5722,Ohio,2020-03-04,0,0
7994,Wisconsin,2020-03-04,0,0
6858,Tennessee,2020-03-04,0,0
3024,Kentucky,2020-03-04,0,0
7852,West Virginia,2020-03-04,0,0
3166,Louisiana,2020-03-04,0,0
1888,Grand Princess,2020-03-04,0,0
326,American Samoa,2020-03-04,0,0
184,Alaska,2020-03-04,0,0
2740,Iowa,2020-03-04,0,0
1462,District of Columbia,2020-03-04,0,0
7426,Virgin Islands,2020-03-04,0,0
2456,Illinois,2020-03-04,4,0
2882,Kansas,2020-03-04,0,0
4302,Montana,2020-03-04,0,0
1321,Diamond Princess,2020-03-05,0,0
1463,District of Columbia,2020-03-05,0,0
4871,New Jersey,2020-03-05,2,0
5865,Oklahoma,2020-03-05,0,0
4019,Mississippi,2020-03-05,0,0
4587,Nevada,2020-03-05,1,0
185,Alaska,2020-03-05,0,0
611,Arkansas,2020-03-05,0,0
4729,New Hampshire,2020-03-05,2,0
6433,Rhode Island,2020-03-05,2,0
469,Arizona,2020-03-05,1,0
2315,Idaho,2020-03-05,0,0
43,Alabama,2020-03-05,0,0
5439,North Dakota,2020-03-05,0,0
6149,Pennsylvania,2020-03-05,0,0
327,American Samoa,2020-03-05,0,0
1889,Grand Princess,2020-03-05,0,0
7427,Virgin Islands,2020-03-05,0,0
7711,Washington,2020-03-05,70,11
2599,Indiana,2020-03-05,0,0
3025,Kentucky,2020-03-05,0,0
2031,Guam,2020-03-05,0,0
7995,Wisconsin,2020-03-05,0,0
6575,South Carolina,2020-03-05,0,0
3877,Minnesota,2020-03-05,0,0
5155,New York,2020-03-05,23,0
8137,Wyoming,2020-03-05,0,0
2741,Iowa,2020-03-05,0,0
1747,Georgia,2020-03-05,2,0
5723,Ohio,2020-03-05,0,0
5013,New Mexico,2020-03-05,0,0
6007,Oregon,2020-03-05,3,0
6717,South Dakota,2020-03-05,0,0
3167,Louisiana,2020-03-05,0,0
2173,Hawaii,2020-03-05,0,0
4445,Nebraska,2020-03-05,0,0
5581,Northern Mariana Islands,2020-03-05,0,0
4303,Montana,2020-03-05,0,0
5297,North Carolina,2020-03-05,1,0
895,Colorado,2020-03-05,2,0
7285,Vermont,2020-03-05,0,0
3593,Massachusetts,2020-03-05,2,0
3309,Maine,2020-03-05,0,0
1037,Connecticut,2020-03-05,0,0
7143,Utah,2020-03-05,0,0
7569,Virginia,2020-03-05,0,0
1179,Delaware,2020-03-05,0,0
2457,Illinois,2020-03-05,5,0
6291,Puerto Rico,2020-03-05,0,0
2883,Kansas,2020-03-05,0,0
3451,Maryland,2020-03-05,0,0
6859,Tennessee,2020-03-05,1,0
4161,Missouri,2020-03-05,0,0
3735,Michigan,2020-03-05,0,0
753,California,2020-03-05,51,1
1605,Florida,2020-03-05,3,0
7001,Texas,2020-03-05,3,0
7853,West Virginia,2020-03-05,0,0
3736,Michigan,2020-03-06,0,0
7570,Virginia,2020-03-06,0,0
2174,Hawaii,2020-03-06,0,0
2032,Guam,2020-03-06,0,0
2600,Indiana,2020-03-06,1,0
5866,Oklahoma,2020-03-06,0,0
6008,Oregon,2020-03-06,3,0
7996,Wisconsin,2020-03-06,0,0
3878,Minnesota,2020-03-06,1,0
7144,Utah,2020-03-06,0,0
6576,South Carolina,2020-03-06,0,0
1180,Delaware,2020-03-06,0,0
1038,Connecticut,2020-03-06,0,0
7286,Vermont,2020-03-06,0,0
7712,Washington,2020-03-06,78,13
3168,Louisiana,2020-03-06,0,0
44,Alabama,2020-03-06,0,0
6292,Puerto Rico,2020-03-06,0,0
7428,Virgin Islands,2020-03-06,0,0
328,American Samoa,2020-03-06,0,0
2458,Illinois,2020-03-06,5,0
7002,Texas,2020-03-06,4,0
6150,Pennsylvania,2020-03-06,2,0
6860,Tennessee,2020-03-06,1,0
5440,North Dakota,2020-03-06,0,0
3452,Maryland,2020-03-06,3,0
5582,Northern Mariana Islands,2020-03-06,0,0
186,Alaska,2020-03-06,0,0
3026,Kentucky,2020-03-06,1,0
470,Arizona,2020-03-06,2,0
2884,Kansas,2020-03-06,0,0
896,Colorado,2020-03-06,8,0
612,Arkansas,2020-03-06,0,0
4730,New Hampshire,2020-03-06,2,0
1890,Grand Princess,2020-03-06,0,0
4304,Montana,2020-03-06,0,0
1606,Florida,2020-03-06,3,0
5298,North Carolina,2020-03-06,2,0
754,California,2020-03-06,59,1
5014,New Mexico,2020-03-06,0,0
5724,Ohio,2020-03-06,0,0
4588,Nevada,2020-03-06,2,0
2316,Idaho,2020-03-06,0,0
4162,Missouri,2020-03-06,0,0
3594,Massachusetts,2020-03-06,6,0
4020,Mississippi,2020-03-06,0,0
7854,West Virginia,2020-03-06,0,0
1322,Diamond Princess,2020-03-06,0,0
5156,New York,2020-03-06,31,0
1748,Georgia,2020-03-06,3,0
6434,Rhode Island,2020-03-06,2,0
1464,District of Columbia,2020-03-06,0,0
4872,New Jersey,2020-03-06,2,0
2742,Iowa,2020-03-06,0,0
3310,Maine,2020-03-06,0,0
8138,Wyoming,2020-03-06,0,0
6718,South Dakota,2020-03-06,0,0
4446,Nebraska,2020-03-06,1,0
1465,District of Columbia,2020-03-07,0,0
5441,North Dakota,2020-03-07,0,0
2885,Kansas,2020-03-07,0,0
7571,Virginia,2020-03-07,0,0
5157,New York,2020-03-07,76,0
7855,West Virginia,2020-03-07,0,0
2743,Iowa,2020-03-07,0,0
897,Colorado,2020-03-07,8,0
4731,New Hampshire,2020-03-07,2,0
4021,Mississippi,2020-03-07,0,0
4589,Nevada,2020-03-07,2,0
7713,Washington,2020-03-07,102,16
3737,Michigan,2020-03-07,0,0
2459,Illinois,2020-03-07,6,0
3169,Louisiana,2020-03-07,0,0
5299,North Carolina,2020-03-07,2,0
187,Alaska,2020-03-07,0,0
45,Alabama,2020-03-07,0,0
329,American Samoa,2020-03-07,0,0
1181,Delaware,2020-03-07,0,0
3595,Massachusetts,2020-03-07,6,0
755,California,2020-03-07,81,1
5725,Ohio,2020-03-07,0,0
3453,Maryland,2020-03-07,3,0
6861,Tennessee,2020-03-07,1,0
3027,Kentucky,2020-03-07,1,0
2033,Guam,2020-03-07,0,0
7429,Virgin Islands,2020-03-07,0,0
5583,Northern Mariana Islands,2020-03-07,0,0
3311,Maine,2020-03-07,0,0
3879,Minnesota,2020-03-07,1,0
7145,Utah,2020-03-07,1,0
2317,Idaho,2020-03-07,0,0
1891,Grand Princess,2020-03-07,0,0
4163,Missouri,2020-03-07,0,0
7287,Vermont,2020-03-07,0,0
6577,South Carolina,2020-03-07,2,0
6293,Puerto Rico,2020-03-07,0,0
471,Arizona,2020-03-07,4,0
7997,Wisconsin,2020-03-07,0,0
4873,New Jersey,2020-03-07,4,0
2175,Hawaii,2020-03-07,1,0
5015,New Mexico,2020-03-07,0,0
613,Arkansas,2020-03-07,0,0
1323,Diamond Princess,2020-03-07,0,0
4305,Montana,2020-03-07,0,0
7003,Texas,2020-03-07,8,0
8139,Wyoming,2020-03-07,0,0
6719,South Dakota,2020-03-07,0,0
1607,Florida,2020-03-07,7,0
2601,Indiana,2020-03-07,1,0
4447,Nebraska,2020-03-07,1,0
5867,Oklahoma,2020-03-07,1,0
1039,Connecticut,2020-03-07,0,0
6151,Pennsylvania,2020-03-07,2,0
6009,Oregon,2020-03-07,6,0
1749,Georgia,2020-03-07,5,0
6435,Rhode Island,2020-03-07,3,0
7146,Utah,2020-03-08,1,0
2886,Kansas,2020-03-08,1,0
6010,Oregon,2020-03-08,14,0
4164,Missouri,2020-03-08,1,0
6720,South Dakota,2020-03-08,0,0
2176,Hawaii,2020-03-08,1,0
6862,Tennessee,2020-03-08,3,0
5158,New York,2020-03-08,106,0
5584,Northern Mariana Islands,2020-03-08,0,0
5726,Ohio,2020-03-08,0,0
1182,Delaware,2020-03-08,0,0
1324,Diamond Princess,2020-03-08,0,0
5300,North Carolina,2020-03-08,2,0
5868,Oklahoma,2020-03-08,1,0
5016,New Mexico,2020-03-08,0,0
7714,Washington,2020-03-08,122,18
7856,West Virginia,2020-03-08,0,0
3738,Michigan,2020-03-08,0,0
3312,Maine,2020-03-08,0,0
614,Arkansas,2020-03-08,0,0
7430,Virgin Islands,2020-03-08,0,0
7288,Vermont,2020-03-08,1,0
6294,Puerto Rico,2020-03-08,0,0
1040,Connecticut,2020-03-08,0,0
330,American Samoa,2020-03-08,0,0
3596,Massachusetts,2020-03-08,22,0
4448,Nebraska,2020-03-08,1,0
8140,Wyoming,2020-03-08,0,0
4306,Montana,2020-03-08,0,0
1608,Florida,2020-03-08,10,2
3170,Louisiana,2020-03-08,0,0
6436,Rhode Island,2020-03-08,3,0
4874,New Jersey,2020-03-08,5,0
1750,Georgia,2020-03-08,5,0
4022,Mississippi,2020-03-08,0,0
2602,Indiana,2020-03-08,2,0
6152,Pennsylvania,2020-03-08,6,0
7572,Virginia,2020-03-08,2,0
898,Colorado,2020-03-08,8,0
3454,Maryland,2020-03-08,5,0
188,Alaska,2020-03-08,0,0
7998,Wisconsin,2020-03-08,0,0
1892,Grand Princess,2020-03-08,0,0
4732,New Hampshire,2020-03-08,4,0
2318,Idaho,2020-03-08,0,0
3880,Minnesota,2020-03-08,1,0
5442,North Dakota,2020-03-08,0,0
2460,Illinois,2020-03-08,7,0
3028,Kentucky,2020-03-08,1,0
2744,Iowa,2020-03-08,0,0
1466,District of Columbia,2020-03-08,0,0
4590,Nevada,2020-03-08,4,0
756,California,2020-03-08,95,1
472,Arizona,2020-03-08,4,0
7004,Texas,2020-03-08,11,0
46,Alabama,2020-03-08,0,0
6578,South Carolina,2020-03-08,2,0
2034,Guam,2020-03-08,0,0
3597,Massachusetts,2020-03-09,22,0
7715,Washington,2020-03-09,122,19
2745,Iowa,2020-03-09,3,0
6295,Puerto Rico,2020-03-09,0,0
1609,Florida,2020-03-09,13,2
7147,Utah,2020-03-09,1,0
7999,Wisconsin,2020-03-09,0,0
2461,Illinois,2020-03-09,7,0
5159,New York,2020-03-09,142,0
1893,Grand Princess,2020-03-09,0,0
2319,Idaho,2020-03-09,0,0
3881,Minnesota,2020-03-09,2,0
7431,Virgin Islands,2020-03-09,0,0
3029,Kentucky,2020-03-09,4,0
6579,South Carolina,2020-03-09,3,0
7289,Vermont,2020-03-09,1,0
4591,Nevada,2020-03-09,4,0
3455,Maryland,2020-03-09,5,0
1041,Connecticut,2020-03-09,0,0
331,American Samoa,2020-03-09,0,0
8141,Wyoming,2020-03-09,0,0
4449,Nebraska,2020-03-09,3,0
757,California,2020-03-09,101,1
7857,West Virginia,2020-03-09,0,0
4307,Montana,2020-03-09,0,0
4165,Missouri,2020-03-09,1,0
6863,Tennessee,2020-03-09,3,0
473,Arizona,2020-03-09,4,0
5017,New Mexico,2020-03-09,0,0
2035,Guam,2020-03-09,0,0
6011,Oregon,2020-03-09,14,0
6721,South Dakota,2020-03-09,0,0
615,Arkansas,2020-03-09,0,0
3313,Maine,2020-03-09,0,0
1325,Diamond Princess,2020-03-09,0,0
2177,Hawaii,2020-03-09,1,0
3739,Michigan,2020-03-09,0,0
1183,Delaware,2020-03-09,0,0
5301,North Carolina,2020-03-09,2,0
5585,Northern Mariana Islands,2020-03-09,0,0
5727,Ohio,2020-03-09,0,0
5869,Oklahoma,2020-03-09,1,0
3171,Louisiana,2020-03-09,0,0
47,Alabama,2020-03-09,0,0
189,Alaska,2020-03-09,0,0
4023,Mississippi,2020-03-09,0,0
7573,Virginia,2020-03-09,2,0
7005,Texas,2020-03-09,13,0
6153,Pennsylvania,2020-03-09,7,0
1467,District of Columbia,2020-03-09,0,0
2603,Indiana,2020-03-09,3,0
6437,Rhode Island,2020-03-09,3,0
1751,Georgia,2020-03-09,10,0
4733,New Hampshire,2020-03-09,4,0
899,Colorado,2020-03-09,12,0
5443,North Dakota,2020-03-09,0,0
4875,New Jersey,2020-03-09,5,0
2887,Kansas,2020-03-09,1,0
616,Arkansas,2020-03-10,0,0
7290,Vermont,2020-03-10,1,0
4024,Mississippi,2020-03-10,0,0
4166,Missouri,2020-03-10,1,0
474,Arizona,2020-03-10,6,0
3314,Maine,2020-03-10,0,0
6864,Tennessee,2020-03-10,3,0
3598,Massachusetts,2020-03-10,41,0
7574,Virginia,2020-03-10,8,0
5160,New York,2020-03-10,150,0
5302,North Carolina,2020-03-10,7,0
5018,New Mexico,2020-03-10,0,0
2746,Iowa,2020-03-10,8,0
5586,Northern Mariana Islands,2020-03-10,0,0
7006,Texas,2020-03-10,16,0
1184,Delaware,2020-03-10,0,0
2178,Hawaii,2020-03-10,3,0
2036,Guam,2020-03-10,0,0
2888,Kansas,2020-03-10,1,0
5870,Oklahoma,2020-03-10,2,0
4734,New Hampshire,2020-03-10,4,0
3740,Michigan,2020-03-10,0,0
1326,Diamond Princess,2020-03-10,0,0
6012,Oregon,2020-03-10,14,0
900,Colorado,2020-03-10,17,0
6722,South Dakota,2020-03-10,0,0
1468,District of Columbia,2020-03-10,0,0
6438,Rhode Island,2020-03-10,3,0
5444,North Dakota,2020-03-10,0,0
1894,Grand Princess,2020-03-10,0,0
1042,Connecticut,2020-03-10,1,0
4876,New Jersey,2020-03-10,15,1
6296,Puerto Rico,2020-03-10,0,0
332,American Samoa,2020-03-10,0,0
4450,Nebraska,2020-03-10,3,0
3456,Maryland,2020-03-10,8,0
8142,Wyoming,2020-03-10,0,0
8000,Wisconsin,2020-03-10,3,0
758,California,2020-03-10,144,2
5728,Ohio,2020-03-10,3,0
4308,Montana,2020-03-10,0,0
1610,Florida,2020-03-10,15,2
3172,Louisiana,2020-03-10,0,0
1752,Georgia,2020-03-10,17,0
2462,Illinois,2020-03-10,12,0
7148,Utah,2020-03-10,3,0
48,Alabama,2020-03-10,0,0
2320,Idaho,2020-03-10,0,0
7716,Washington,2020-03-10,172,23
3882,Minnesota,2020-03-10,2,0
190,Alaska,2020-03-10,0,0
3030,Kentucky,2020-03-10,5,0
6154,Pennsylvania,2020-03-10,12,0
7432,Virgin Islands,2020-03-10,0,0
2604,Indiana,2020-03-10,6,0
7858,West Virginia,2020-03-10,0,0
4592,Nevada,2020-03-10,4,0
6580,South Carolina,2020-03-10,7,0
5445,North Dakota,2020-03-11,0,0
3599,Massachusetts,2020-03-11,92,0
5587,Northern Mariana Islands,2020-03-11,0,0
3173,Louisiana,2020-03-11,5,0
5729,Ohio,2020-03-11,4,0
3741,Michigan,2020-03-11,2,0
3883,Minnesota,2020-03-11,5,0
6155,Pennsylvania,2020-03-11,16,0
6013,Oregon,2020-03-11,19,0
3031,Kentucky,2020-03-11,8,0
8143,Wyoming,2020-03-11,0,0
3315,Maine,2020-03-11,0,0
3457,Maryland,2020-03-11,9,0
2889,Kansas,2020-03-11,1,0
5871,Oklahoma,2020-03-11,2,0
8001,Wisconsin,2020-03-11,4,0
2037,Guam,2020-03-11,0,0
2463,Illinois,2020-03-11,25,0
1043,Connecticut,2020-03-11,3,0
5019,New Mexico,2020-03-11,3,0
4877,New Jersey,2020-03-11,23,1
1185,Delaware,2020-03-11,1,0
7433,Virgin Islands,2020-03-11,0,0
4309,Montana,2020-03-11,0,0
191,Alaska,2020-03-11,0,0
1895,Grand Princess,2020-03-11,0,0
4735,New Hampshire,2020-03-11,5,0
4593,Nevada,2020-03-11,7,0
901,Colorado,2020-03-11,34,0
6865,Tennessee,2020-03-11,9,0
2321,Idaho,2020-03-11,0,0
7859,West Virginia,2020-03-11,0,0
4025,Mississippi,2020-03-11,0,0
617,Arkansas,2020-03-11,0,0
4167,Missouri,2020-03-11,1,0
6723,South Dakota,2020-03-11,8,1
2179,Hawaii,2020-03-11,2,0
5303,North Carolina,2020-03-11,7,0
1753,Georgia,2020-03-11,23,0
2747,Iowa,2020-03-11,13,0
6581,South Carolina,2020-03-11,10,0
7007,Texas,2020-03-11,21,0
2605,Indiana,2020-03-11,11,0
6439,Rhode Island,2020-03-11,5,0
7291,Vermont,2020-03-11,1,0
4451,Nebraska,2020-03-11,5,0
1469,District of Columbia,2020-03-11,0,0
7717,Washington,2020-03-11,282,24
759,California,2020-03-11,178,4
1611,Florida,2020-03-11,24,2
5161,New York,2020-03-11,220,0
7149,Utah,2020-03-11,4,0
7575,Virginia,2020-03-11,9,0
49,Alabama,2020-03-11,0,0
6297,Puerto Rico,2020-03-11,0,0
475,Arizona,2020-03-11,9,0
333,American Samoa,2020-03-11,0,0
1327,Diamond Princess,2020-03-11,0,0
5304,North Carolina,2020-03-12,15,0
50,Alabama,2020-03-12,0,0
4168,Missouri,2020-03-12,2,0
6440,Rhode Island,2020-03-12,3,0
4736,New Hampshire,2020-03-12,6,0
2322,Idaho,2020-03-12,0,0
6582,South Carolina,2020-03-12,7,0
902,Colorado,2020-03-12,49,1
2464,Illinois,2020-03-12,32,0
3032,Kentucky,2020-03-12,10,0
760,California,2020-03-12,221,4
5730,Ohio,2020-03-12,5,0
8144,Wyoming,2020-03-12,1,0
7718,Washington,2020-03-12,478,31
6298,Puerto Rico,2020-03-12,0,0
1044,Connecticut,2020-03-12,5,0
3316,Maine,2020-03-12,1,0
7292,Vermont,2020-03-12,2,0
4452,Nebraska,2020-03-12,10,0
1470,District of Columbia,2020-03-12,0,0
3742,Michigan,2020-03-12,2,0
7150,Utah,2020-03-12,4,0
1612,Florida,2020-03-12,30,2
5872,Oklahoma,2020-03-12,3,0
5162,New York,2020-03-12,327,1
1328,Diamond Princess,2020-03-12,0,0
476,Arizona,2020-03-12,9,0
7008,Texas,2020-03-12,27,0
192,Alaska,2020-03-12,0,0
7576,Virginia,2020-03-12,12,0
1754,Georgia,2020-03-12,31,1
1186,Delaware,2020-03-12,1,0
7434,Virgin Islands,2020-03-12,0,0
3174,Louisiana,2020-03-12,19,0
4310,Montana,2020-03-12,0,0
1896,Grand Princess,2020-03-12,0,0
4594,Nevada,2020-03-12,10,0
6866,Tennessee,2020-03-12,18,0
2606,Indiana,2020-03-12,13,0
2038,Guam,2020-03-12,0,0
3458,Maryland,2020-03-12,12,0
6014,Oregon,2020-03-12,24,0
6724,South Dakota,2020-03-12,7,1
2180,Hawaii,2020-03-12,2,0
5020,New Mexico,2020-03-12,5,0
6156,Pennsylvania,2020-03-12,22,0
5588,Northern Mariana Islands,2020-03-12,0,0
3600,Massachusetts,2020-03-12,107,0
7860,West Virginia,2020-03-12,0,0
4026,Mississippi,2020-03-12,1,0
618,Arkansas,2020-03-12,0,0
4878,New Jersey,2020-03-12,29,1
3884,Minnesota,2020-03-12,9,0
2890,Kansas,2020-03-12,4,0
2748,Iowa,2020-03-12,14,0
334,American Samoa,2020-03-12,0,0
8002,Wisconsin,2020-03-12,8,0
5446,North Dakota,2020-03-12,1,0
1613,Florida,2020-03-13,55,2
2323,Idaho,2020-03-13,2,0
2891,Kansas,2020-03-13,6,1
5873,Oklahoma,2020-03-13,3,0
3175,Louisiana,2020-03-13,29,0
2181,Hawaii,2020-03-13,2,0
2039,Guam,2020-03-13,0,0
5163,New York,2020-03-13,421,2
5021,New Mexico,2020-03-13,10,0
5731,Ohio,2020-03-13,12,0
7009,Texas,2020-03-13,44,0
761,California,2020-03-13,281,4
477,Arizona,2020-03-13,9,0
1755,Georgia,2020-03-13,42,1
193,Alaska,2020-03-13,2,0
5447,North Dakota,2020-03-13,1,0
6583,South Carolina,2020-03-13,8,0
4737,New Hampshire,2020-03-13,6,0
1329,Diamond Princess,2020-03-13,0,0
2749,Iowa,2020-03-13,17,0
2465,Illinois,2020-03-13,46,0
1187,Delaware,2020-03-13,4,0
5305,North Carolina,2020-03-13,17,0
903,Colorado,2020-03-13,78,2
3601,Massachusetts,2020-03-13,123,0
5589,Northern Mariana Islands,2020-03-13,0,0
4879,New Jersey,2020-03-13,49,1
619,Arkansas,2020-03-13,18,0
51,Alabama,2020-03-13,8,0
335,American Samoa,2020-03-13,0,0
7435,Virgin Islands,2020-03-13,0,0
1045,Connecticut,2020-03-13,11,0
8145,Wyoming,2020-03-13,1,0
2607,Indiana,2020-03-13,13,0
4595,Nevada,2020-03-13,18,0
7293,Vermont,2020-03-13,2,0
4453,Nebraska,2020-03-13,14,0
7577,Virginia,2020-03-13,28,0
6299,Puerto Rico,2020-03-13,0,0
3317,Maine,2020-03-13,5,0
6015,Oregon,2020-03-13,30,0
6867,Tennessee,2020-03-13,26,0
7861,West Virginia,2020-03-13,0,0
6157,Pennsylvania,2020-03-13,41,0
4027,Mississippi,2020-03-13,8,0
6441,Rhode Island,2020-03-13,21,0
3033,Kentucky,2020-03-13,16,0
4169,Missouri,2020-03-13,5,0
1471,District of Columbia,2020-03-13,0,0
3459,Maryland,2020-03-13,18,0
4311,Montana,2020-03-13,2,0
3743,Michigan,2020-03-13,22,0
7719,Washington,2020-03-13,633,37
3885,Minnesota,2020-03-13,18,0
8003,Wisconsin,2020-03-13,19,0
6725,South Dakota,2020-03-13,8,1
1897,Grand Princess,2020-03-13,0,0
7151,Utah,2020-03-13,12,0
2324,Idaho,2020-03-14,2,0
478,Arizona,2020-03-14,12,0
7578,Virginia,2020-03-14,37,1
6868,Tennessee,2020-03-14,32,0
3034,Kentucky,2020-03-14,16,0
4312,Montana,2020-03-14,6,0
8146,Wyoming,2020-03-14,2,0
4738,New Hampshire,2020-03-14,7,0
4170,Missouri,2020-03-14,4,0
2040,Guam,2020-03-14,0,0
1188,Delaware,2020-03-14,6,0
3176,Louisiana,2020-03-14,81,1
7436,Virgin Islands,2020-03-14,0,0
2892,Kansas,2020-03-14,8,1
904,Colorado,2020-03-14,103,2
1898,Grand Princess,2020-03-14,0,0
5448,North Dakota,2020-03-14,1,0
620,Arkansas,2020-03-14,21,0
2182,Hawaii,2020-03-14,4,0
1756,Georgia,2020-03-14,73,1
336,American Samoa,2020-03-14,0,0
7152,Utah,2020-03-14,13,0
4028,Mississippi,2020-03-14,6,0
7720,Washington,2020-03-14,681,39
3744,Michigan,2020-03-14,28,0
6726,South Dakota,2020-03-14,8,1
1472,District of Columbia,2020-03-14,0,0
6442,Rhode Island,2020-03-14,20,0
4454,Nebraska,2020-03-14,18,0
3460,Maryland,2020-03-14,34,0
6300,Puerto Rico,2020-03-14,0,0
2608,Indiana,2020-03-14,16,0
7294,Vermont,2020-03-14,5,0
3318,Maine,2020-03-14,5,0
6016,Oregon,2020-03-14,36,0
5590,Northern Mariana Islands,2020-03-14,0,0
6158,Pennsylvania,2020-03-14,47,0
3886,Minnesota,2020-03-14,21,0
8004,Wisconsin,2020-03-14,27,0
5874,Oklahoma,2020-03-14,4,0
52,Alabama,2020-03-14,8,0
194,Alaska,2020-03-14,1,0
6584,South Carolina,2020-03-14,19,0
4596,Nevada,2020-03-14,20,0
5306,North Carolina,2020-03-14,25,0
2750,Iowa,2020-03-14,17,0
4880,New Jersey,2020-03-14,69,1
2466,Illinois,2020-03-14,64,0
5022,New Mexico,2020-03-14,13,0
7010,Texas,2020-03-14,60,0
762,California,2020-03-14,373,3
5164,New York,2020-03-14,638,6
3602,Massachusetts,2020-03-14,138,0
1330,Diamond Princess,2020-03-14,0,0
1046,Connecticut,2020-03-14,23,0
5732,Ohio,2020-03-14,26,0
1614,Florida,2020-03-14,88,2
7862,West Virginia,2020-03-14,0,0
1047,Connecticut,2020-03-15,24,0
2041,Guam,2020-03-15,0,0
4597,Nevada,2020-03-15,20,0
6301,Puerto Rico,2020-03-15,0,0
6869,Tennessee,2020-03-15,32,0
5591,Northern Mariana Islands,2020-03-15,0,0
3319,Maine,2020-03-15,2,0
7295,Vermont,2020-03-15,5,0
4455,Nebraska,2020-03-15,17,0
1473,District of Columbia,2020-03-15,0,0
3745,Michigan,2020-03-15,32,0
337,American Samoa,2020-03-15,0,0
7153,Utah,2020-03-15,18,0
5875,Oklahoma,2020-03-15,4,0
1615,Florida,2020-03-15,100,3
1331,Diamond Princess,2020-03-15,0,0
3603,Massachusetts,2020-03-15,138,0
7863,West Virginia,2020-03-15,0,0
5165,New York,2020-03-15,615,12
7011,Texas,2020-03-15,63,0
195,Alaska,2020-03-15,1,0
6017,Oregon,2020-03-15,36,1
1757,Georgia,2020-03-15,99,1
5023,New Mexico,2020-03-15,13,0
479,Arizona,2020-03-15,12,0
4313,Montana,2020-03-15,6,0
1189,Delaware,2020-03-15,6,0
3177,Louisiana,2020-03-15,87,2
2893,Kansas,2020-03-15,8,1
1899,Grand Princess,2020-03-15,0,0
7437,Virgin Islands,2020-03-15,0,0
2751,Iowa,2020-03-15,18,0
3461,Maryland,2020-03-15,24,0
6159,Pennsylvania,2020-03-15,47,0
8005,Wisconsin,2020-03-15,28,0
4171,Missouri,2020-03-15,5,0
3887,Minnesota,2020-03-15,21,0
4881,New Jersey,2020-03-15,72,2
53,Alabama,2020-03-15,11,0
7721,Washington,2020-03-15,603,40
5733,Ohio,2020-03-15,30,0
2325,Idaho,2020-03-15,4,0
7579,Virginia,2020-03-15,37,1
5449,North Dakota,2020-03-15,1,0
8147,Wyoming,2020-03-15,2,0
5307,North Carolina,2020-03-15,32,0
6443,Rhode Island,2020-03-15,20,0
763,California,2020-03-15,373,5
905,Colorado,2020-03-15,136,2
2609,Indiana,2020-03-15,20,0
621,Arkansas,2020-03-15,3,0
2467,Illinois,2020-03-15,66,0
6727,South Dakota,2020-03-15,8,1
4029,Mississippi,2020-03-15,6,0
3035,Kentucky,2020-03-15,18,0
6585,South Carolina,2020-03-15,19,0
4739,New Hampshire,2020-03-15,7,0
2183,Hawaii,2020-03-15,6,0
196,Alaska,2020-03-16,1,0
2894,Kansas,2020-03-16,11,1
8006,Wisconsin,2020-03-16,48,0
3604,Massachusetts,2020-03-16,187,0
6586,South Carolina,2020-03-16,30,1
1758,Georgia,2020-03-16,121,1
1616,Florida,2020-03-16,101,3
4740,New Hampshire,2020-03-16,17,0
2326,Idaho,2020-03-16,4,0
5734,Ohio,2020-03-16,50,0
3888,Minnesota,2020-03-16,53,0
5024,New Mexico,2020-03-16,21,0
480,Arizona,2020-03-16,18,0
7012,Texas,2020-03-16,85,0
2468,Illinois,2020-03-16,83,0
