,Province_State,Date,Confirmed,Deaths
75,Alabama,2020-04-06,1952,49
7033,Texas,2020-04-06,8043,150
4761,New Hampshire,2020-04-06,716,15
7743,Washington,2020-04-06,8959,381
4477,Nebraska,2020-04-06,418,9
8169,Wyoming,2020-04-06,210,0
2773,Iowa,2020-04-06,946,25
4193,Missouri,2020-04-06,2737,48
4335,Montana,2020-04-06,299,6
6323,Puerto Rico,2020-04-06,513,21
3057,Kentucky,2020-04-06,989,45
5898,Oklahoma,2020-04-07,1476,67
6466,Rhode Island,2020-04-07,1582,57
6324,Puerto Rico,2020-04-07,573,23
218,Alaska,2020-04-07,213,7
1212,Delaware,2020-04-07,928,16
7460,Virgin Islands,2020-04-07,43,1
6182,Pennsylvania,2020-04-07,14853,247
2632,Indiana,2020-04-07,5510,173
6040,Oregon,2020-04-07,1132,29
3910,Minnesota,2020-04-07,1075,34
2774,Iowa,2020-04-07,1046,26
4478,Nebraska,2020-04-07,448,11
4620,Nevada,2020-04-07,2157,84
3058,Kentucky,2020-04-07,1301,70
2916,Kansas,2020-04-07,912,29
4052,Mississippi,2020-04-07,1915,60
5046,New Mexico,2020-04-07,794,13
3200,Louisiana,2020-04-07,16333,584
928,Colorado,2020-04-07,5681,209
7318,Vermont,2020-04-07,578,41
1070,Connecticut,2020-04-07,8073,280
5472,North Dakota,2020-04-07,237,4
1354,Diamond Princess,2020-04-07,49,0
3342,Maine,2020-04-07,528,12
8170,Wyoming,2020-04-07,216,0
786,California,2020-04-07,17393,432
76,Alabama,2020-04-07,2169,64
5330,North Carolina,2020-04-07,3299,55
7602,Virginia,2020-04-07,3335,116
6750,South Dakota,2020-04-07,320,6
6892,Tennessee,2020-04-07,4488,73
2206,Hawaii,2020-04-07,419,5
1638,Florida,2020-04-07,14547,312
5188,New York,2020-04-07,139875,9002
4194,Missouri,2020-04-07,3131,66
8028,Wisconsin,2020-04-07,2578,92
502,Arizona,2020-04-07,2575,87
7034,Texas,2020-04-07,8925,160
7744,Washington,2020-04-07,9369,400
5614,Northern Mariana Islands,2020-04-07,8,2
7886,West Virginia,2020-04-07,412,4
6608,South Carolina,2020-04-07,2417,51
2348,Idaho,2020-04-07,1170,13
3484,Maryland,2020-04-07,4371,103
360,American Samoa,2020-04-07,0,0
3626,Massachusetts,2020-04-07,15449,368
4904,New Jersey,2020-04-07,46623,1237
1496,District of Columbia,2020-04-07,1211,22
7176,Utah,2020-04-07,1832,14
1922,Grand Princess,2020-04-07,103,3
4762,New Hampshire,2020-04-07,716,15
2064,Guam,2020-04-07,121,4
4336,Montana,2020-04-07,319,6
2490,Illinois,2020-04-07,13618,381
3768,Michigan,2020-04-07,20551,857
5756,Ohio,2020-04-07,4782,167
644,Arkansas,2020-04-07,990,30
1780,Georgia,2020-04-07,9311,336
219,Alaska,2020-04-08,227,9
2207,Hawaii,2020-04-08,419,5
6325,Puerto Rico,2020-04-08,620,24
8171,Wyoming,2020-04-08,221,0
4763,New Hampshire,2020-04-08,748,23
4195,Missouri,2020-04-08,3210,89
4337,Montana,2020-04-08,332,6
1497,District of Columbia,2020-04-08,1440,27
1781,Georgia,2020-04-08,10758,368
5189,New York,2020-04-08,151061,9986
3627,Massachusetts,2020-04-08,17030,447
6183,Pennsylvania,2020-04-08,16631,318
1923,Grand Princess,2020-04-08,103,3
7319,Vermont,2020-04-08,638,41
2065,Guam,2020-04-08,121,4
645,Arkansas,2020-04-08,1044,30
2917,Kansas,2020-04-08,1046,34
5047,New Mexico,2020-04-08,821,13
5757,Ohio,2020-04-08,5148,193
5473,North Dakota,2020-04-08,251,4
3911,Minnesota,2020-04-08,1158,39
6751,South Dakota,2020-04-08,393,6
6893,Tennessee,2020-04-08,4676,80
7461,Virgin Islands,2020-04-08,45,1
2775,Iowa,2020-04-08,1145,28
7745,Washington,2020-04-08,10191,426
5615,Northern Mariana Islands,2020-04-08,11,2
77,Alabama,2020-04-08,2328,66
1071,Connecticut,2020-04-08,8073,378
361,American Samoa,2020-04-08,0,0
3059,Kentucky,2020-04-08,1301,70
8029,Wisconsin,2020-04-08,2710,100
3343,Maine,2020-04-08,545,14
1213,Delaware,2020-04-08,1116,22
1639,Florida,2020-04-08,15459,309
1355,Diamond Princess,2020-04-08,49,0
2491,Illinois,2020-04-08,15151,463
503,Arizona,2020-04-08,2726,101
6467,Rhode Island,2020-04-08,1724,67
4053,Mississippi,2020-04-08,2003,67
5899,Oklahoma,2020-04-08,1528,79
787,California,2020-04-08,19064,497
2633,Indiana,2020-04-08,5943,203
7035,Texas,2020-04-08,9777,189
6041,Oregon,2020-04-08,1181,33
3769,Michigan,2020-04-08,21816,971
5331,North Carolina,2020-04-08,3499,66
3201,Louisiana,2020-04-08,17079,654
7177,Utah,2020-04-08,1945,14
2349,Idaho,2020-04-08,1210,15
4479,Nebraska,2020-04-08,519,13
929,Colorado,2020-04-08,5893,195
4621,Nevada,2020-04-08,2259,72
6609,South Carolina,2020-04-08,2417,51
3485,Maryland,2020-04-08,5529,124
4905,New Jersey,2020-04-08,48828,1508
7887,West Virginia,2020-04-08,504,4
7603,Virginia,2020-04-08,3645,108
5900,Oklahoma,2020-04-09,1688,80
3344,Maine,2020-04-09,564,16
5758,Ohio,2020-04-09,5512,213
3770,Michigan,2020-04-09,23001,1094
3628,Massachusetts,2020-04-09,19162,587
4906,New Jersey,2020-04-09,52023,1713
646,Arkansas,2020-04-09,1132,21
78,Alabama,2020-04-09,2703,70
8030,Wisconsin,2020-04-09,2886,111
3202,Louisiana,2020-04-09,18334,704
3060,Kentucky,2020-04-09,1417,78
4622,Nevada,2020-04-09,2513,82
362,American Samoa,2020-04-09,0,0
6042,Oregon,2020-04-09,1321,45
4764,New Hampshire,2020-04-09,851,39
8172,Wyoming,2020-04-09,230,0
788,California,2020-04-09,19714,546
930,Colorado,2020-04-09,6437,261
5616,Northern Mariana Islands,2020-04-09,11,2
7746,Washington,2020-04-09,10477,456
1072,Connecticut,2020-04-09,10176,382
7462,Virgin Islands,2020-04-09,45,1
3486,Maryland,2020-04-09,6185,138
7604,Virginia,2020-04-09,4042,187
3912,Minnesota,2020-04-09,1242,50
5474,North Dakota,2020-04-09,269,5
504,Arizona,2020-04-09,3018,116
1214,Delaware,2020-04-09,1209,30
5190,New York,2020-04-09,161779,10851
6326,Puerto Rico,2020-04-09,683,33
7036,Texas,2020-04-09,11208,210
6894,Tennessee,2020-04-09,4947,95
1924,Grand Princess,2020-04-09,103,3
1782,Georgia,2020-04-09,11586,387
220,Alaska,2020-04-09,235,9
2066,Guam,2020-04-09,128,4
1498,District of Columbia,2020-04-09,1523,32
2634,Indiana,2020-04-09,6351,245
5332,North Carolina,2020-04-09,3736,76
6610,South Carolina,2020-04-09,2793,67
2776,Iowa,2020-04-09,1270,32
5048,New Mexico,2020-04-09,865,16
2492,Illinois,2020-04-09,16490,529
7178,Utah,2020-04-09,1952,14
6752,South Dakota,2020-04-09,447,6
2208,Hawaii,2020-04-09,447,7
4480,Nebraska,2020-04-09,568,16
1356,Diamond Princess,2020-04-09,49,0
2350,Idaho,2020-04-09,1232,18
4196,Missouri,2020-04-09,3432,94
4054,Mississippi,2020-04-09,2260,76
7888,West Virginia,2020-04-09,514,6
6184,Pennsylvania,2020-04-09,18300,345
2918,Kansas,2020-04-09,1116,50
6468,Rhode Island,2020-04-09,2278,83
1640,Florida,2020-04-09,16366,354
7320,Vermont,2020-04-09,636,23
4338,Montana,2020-04-09,354,6
4907,New Jersey,2020-04-10,55237,1934
3771,Michigan,2020-04-10,23097,1285
7179,Utah,2020-04-10,2213,22
3061,Kentucky,2020-04-10,2078,111
7747,Washington,2020-04-10,11027,483
6469,Rhode Island,2020-04-10,2135,83
5901,Oklahoma,2020-04-10,1794,88
6895,Tennessee,2020-04-10,5188,99
4765,New Hampshire,2020-04-10,851,39
4197,Missouri,2020-04-10,3897,99
6611,South Carolina,2020-04-10,3067,72
5617,Northern Mariana Islands,2020-04-10,11,2
8173,Wyoming,2020-04-10,239,0
4623,Nevada,2020-04-10,2868,94
5759,Ohio,2020-04-10,5878,249
1499,District of Columbia,2020-04-10,1660,38
931,Colorado,2020-04-10,6658,252
1783,Georgia,2020-04-10,12731,421
4339,Montana,2020-04-10,365,6
3203,Louisiana,2020-04-10,19307,757
6043,Oregon,2020-04-10,1322,45
2635,Indiana,2020-04-10,6907,300
4055,Mississippi,2020-04-10,2469,82
1357,Diamond Princess,2020-04-10,49,0
789,California,2020-04-10,21085,583
4481,Nebraska,2020-04-10,635,17
3487,Maryland,2020-04-10,6968,171
2209,Hawaii,2020-04-10,447,7
6753,South Dakota,2020-04-10,536,6
3913,Minnesota,2020-04-10,1337,57
6327,Puerto Rico,2020-04-10,725,39
7605,Virginia,2020-04-10,4509,204
7037,Texas,2020-04-10,12105,238
79,Alabama,2020-04-10,2947,80
5475,North Dakota,2020-04-10,278,6
6185,Pennsylvania,2020-04-10,20051,418
2919,Kansas,2020-04-10,1117,50
7321,Vermont,2020-04-10,738,25
8031,Wisconsin,2020-04-10,3068,128
3629,Massachusetts,2020-04-10,21124,779
1641,Florida,2020-04-10,17533,390
505,Arizona,2020-04-10,3112,132
5191,New York,2020-04-10,172348,11605
1215,Delaware,2020-04-10,1335,48
1925,Grand Princess,2020-04-10,103,3
221,Alaska,2020-04-10,246,9
7889,West Virginia,2020-04-10,574,6
3345,Maine,2020-04-10,589,17
2351,Idaho,2020-04-10,1354,24
363,American Samoa,2020-04-10,0,0
1073,Connecticut,2020-04-10,10945,452
2067,Guam,2020-04-10,130,4
2777,Iowa,2020-04-10,1388,34
647,Arkansas,2020-04-10,1192,21
5049,New Mexico,2020-04-10,1081,17
2493,Illinois,2020-04-10,17968,598
5333,North Carolina,2020-04-10,3965,83
7463,Virgin Islands,2020-04-10,50,1
6470,Rhode Island,2020-04-11,2998,109
2210,Hawaii,2020-04-11,471,8
7038,Texas,2020-04-11,13023,266
506,Arizona,2020-04-11,3393,146
1642,Florida,2020-04-11,18496,438
8032,Wisconsin,2020-04-11,3213,137
2352,Idaho,2020-04-11,1396,25
4340,Montana,2020-04-11,377,6
3488,Maryland,2020-04-11,7694,206
4908,New Jersey,2020-04-11,59075,2185
6612,South Carolina,2020-04-11,3211,80
3346,Maine,2020-04-11,619,19
364,American Samoa,2020-04-11,0,0
7606,Virginia,2020-04-11,5077,221
5334,North Carolina,2020-04-11,4354,89
1500,District of Columbia,2020-04-11,1778,47
7890,West Virginia,2020-04-11,577,6
2494,Illinois,2020-04-11,19265,677
3772,Michigan,2020-04-11,24283,1408
1216,Delaware,2020-04-11,1492,33
1358,Diamond Princess,2020-04-11,49,0
4766,New Hampshire,2020-04-11,885,41
7748,Washington,2020-04-11,11282,495
6328,Puerto Rico,2020-04-11,788,42
5902,Oklahoma,2020-04-11,1868,94
5050,New Mexico,2020-04-11,1091,19
1074,Connecticut,2020-04-11,11966,499
648,Arkansas,2020-04-11,1247,25
7464,Virgin Islands,2020-04-11,51,1
2778,Iowa,2020-04-11,1510,40
2068,Guam,2020-04-11,133,5
3914,Minnesota,2020-04-11,1431,65
1926,Grand Princess,2020-04-11,103,3
6186,Pennsylvania,2020-04-11,21719,503
80,Alabama,2020-04-11,3217,92
5476,North Dakota,2020-04-11,293,7
7322,Vermont,2020-04-11,722,25
3630,Massachusetts,2020-04-11,23106,700
2920,Kansas,2020-04-11,1275,66
222,Alaska,2020-04-11,257,11
5192,New York,2020-04-11,181026,12502
3062,Kentucky,2020-04-11,2078,111
6896,Tennessee,2020-04-11,5427,107
6754,South Dakota,2020-04-11,626,6
790,California,2020-04-11,21710,604
4198,Missouri,2020-04-11,4108,116
8174,Wyoming,2020-04-11,261,0
932,Colorado,2020-04-11,7068,275
5760,Ohio,2020-04-11,6250,247
2636,Indiana,2020-04-11,7435,330
7180,Utah,2020-04-11,2321,24
6044,Oregon,2020-04-11,1371,48
4056,Mississippi,2020-04-11,2642,93
4624,Nevada,2020-04-11,2798,118
3204,Louisiana,2020-04-11,20068,809
4482,Nebraska,2020-04-11,699,19
5618,Northern Mariana Islands,2020-04-11,11,2
1784,Georgia,2020-04-11,13556,433
5193,New York,2020-04-12,189033,13482
81,Alabama,2020-04-12,3563,93
4767,New Hampshire,2020-04-12,930,43
3631,Massachusetts,2020-04-12,25869,769
1927,Grand Princess,2020-04-12,103,0
7039,Texas,2020-04-12,13677,283
3347,Maine,2020-04-12,636,19
4341,Montana,2020-04-12,387,6
6897,Tennessee,2020-04-12,5796,107
2211,Hawaii,2020-04-12,504,9
3489,Maryland,2020-04-12,8225,236
5619,Northern Mariana Islands,2020-04-12,11,2
365,American Samoa,2020-04-12,0,0
5761,Ohio,2020-04-12,6606,253
4199,Missouri,2020-04-12,4269,119
2069,Guam,2020-04-12,133,5
649,Arkansas,2020-04-12,1305,27
6755,South Dakota,2020-04-12,730,6
1785,Georgia,2020-04-12,13670,437
7749,Washington,2020-04-12,11341,506
507,Arizona,2020-04-12,3542,147
6613,South Carolina,2020-04-12,3320,82
8175,Wyoming,2020-04-12,270,0
2353,Idaho,2020-04-12,1407,27
223,Alaska,2020-04-12,272,11
7465,Virgin Islands,2020-04-12,51,1
2779,Iowa,2020-04-12,1587,47
2495,Illinois,2020-04-12,20953,721
4909,New Jersey,2020-04-12,63124,2352
4483,Nebraska,2020-04-12,814,19
1075,Connecticut,2020-04-12,12536,558
5051,New Mexico,2020-04-12,1245,26
6471,Rhode Island,2020-04-12,3630,123
5903,Oklahoma,2020-04-12,1970,96
1501,District of Columbia,2020-04-12,1875,50
6329,Puerto Rico,2020-04-12,897,44
4057,Mississippi,2020-04-12,2781,96
7181,Utah,2020-04-12,2425,24
933,Colorado,2020-04-12,7463,289
2637,Indiana,2020-04-12,7928,343
3063,Kentucky,2020-04-12,2075,125
1359,Diamond Princess,2020-04-12,49,0
791,California,2020-04-12,22803,640
6045,Oregon,2020-04-12,1528,52
3205,Louisiana,2020-04-12,20649,843
6187,Pennsylvania,2020-04-12,22938,557
4625,Nevada,2020-04-12,2859,112
3915,Minnesota,2020-04-12,1626,70
1643,Florida,2020-04-12,19897,461
2921,Kansas,2020-04-12,1344,60
7607,Virginia,2020-04-12,5274,203
3773,Michigan,2020-04-12,24934,1518
7323,Vermont,2020-04-12,734,27
5477,North Dakota,2020-04-12,308,7
5335,North Carolina,2020-04-12,4570,89
7891,West Virginia,2020-04-12,593,8
1217,Delaware,2020-04-12,1625,37
8033,Wisconsin,2020-04-12,3341,144
7466,Virgin Islands,2020-04-13,51,1
1218,Delaware,2020-04-13,1758,41
224,Alaska,2020-04-13,277,11
5194,New York,2020-04-13,195749,14390
4484,Nebraska,2020-04-13,837,19
1786,Georgia,2020-04-13,14534,466
6898,Tennessee,2020-04-13,5916,110
3064,Kentucky,2020-04-13,2130,141
6188,Pennsylvania,2020-04-13,24292,589
1928,Grand Princess,2020-04-13,103,0
7324,Vermont,2020-04-13,756,28
3916,Minnesota,2020-04-13,1626,70
2922,Kansas,2020-04-13,1390,67
2638,Indiana,2020-04-13,8359,350
7750,Washington,2020-04-13,11254,513
2780,Iowa,2020-04-13,1710,44
5620,Northern Mariana Islands,2020-04-13,11,2
6330,Puerto Rico,2020-04-13,903,45
82,Alabama,2020-04-13,3734,99
3632,Massachusetts,2020-04-13,27335,945
5052,New Mexico,2020-04-13,1262,26
5478,North Dakota,2020-04-13,331,8
6756,South Dakota,2020-04-13,868,6
650,Arkansas,2020-04-13,1446,29
1076,Connecticut,2020-04-13,13872,606
2070,Guam,2020-04-13,133,5
792,California,2020-04-13,23931,714
4200,Missouri,2020-04-13,4515,123
5336,North Carolina,2020-04-13,4886,94
508,Arizona,2020-04-13,3705,150
3774,Michigan,2020-04-13,27486,1641
1502,District of Columbia,2020-04-13,1955,52
6614,South Carolina,2020-04-13,3391,82
8176,Wyoming,2020-04-13,275,1
4910,New Jersey,2020-04-13,65787,2445
3490,Maryland,2020-04-13,8936,262
4626,Nevada,2020-04-13,2990,114
2212,Hawaii,2020-04-13,509,9
7892,West Virginia,2020-04-13,611,10
4342,Montana,2020-04-13,394,7
2496,Illinois,2020-04-13,22090,799
366,American Samoa,2020-04-13,0,0
3348,Maine,2020-04-13,703,19
7608,Virginia,2020-04-13,5747,219
6472,Rhode Island,2020-04-13,3630,123
8034,Wisconsin,2020-04-13,3428,154
6046,Oregon,2020-04-13,1584,53
2354,Idaho,2020-04-13,1426,27
3206,Louisiana,2020-04-13,21072,884
1360,Diamond Princess,2020-04-13,49,0
4058,Mississippi,2020-04-13,2942,98
7040,Texas,2020-04-13,14275,305
1644,Florida,2020-04-13,21021,499
4768,New Hampshire,2020-04-13,986,43
5904,Oklahoma,2020-04-13,2069,99
5762,Ohio,2020-04-13,6975,274
934,Colorado,2020-04-13,7841,306
7182,Utah,2020-04-13,2488,14
5337,North Carolina,2020-04-14,5113,112
7609,Virginia,2020-04-14,6182,229
7893,West Virginia,2020-04-14,640,12
5195,New York,2020-04-14,203020,15261
5479,North Dakota,2020-04-14,341,8
7041,Texas,2020-04-14,15006,342
7325,Vermont,2020-04-14,791,29
6047,Oregon,2020-04-14,1633,55
6189,Pennsylvania,2020-04-14,25465,691
6615,South Carolina,2020-04-14,3553,97
7467,Virgin Islands,2020-04-14,51,1
4911,New Jersey,2020-04-14,70526,2807
6473,Rhode Island,2020-04-14,4802,157
5053,New Mexico,2020-04-14,1345,31
5905,Oklahoma,2020-04-14,2184,108
5621,Northern Mariana Islands,2020-04-14,11,2
7751,Washington,2020-04-14,11283,530
6331,Puerto Rico,2020-04-14,923,45
5763,Ohio,2020-04-14,7285,324
6899,Tennessee,2020-04-14,6223,125
7183,Utah,2020-04-14,2545,24
8035,Wisconsin,2020-04-14,3556,170
6757,South Dakota,2020-04-14,988,6
8177,Wyoming,2020-04-14,282,1
3207,Louisiana,2020-04-14,21574,1013
3491,Maryland,2020-04-14,9472,302
4769,New Hampshire,2020-04-14,923,49
1929,Grand Princess,2020-04-14,103,0
225,Alaska,2020-04-14,285,13
3065,Kentucky,2020-04-14,2071,106
935,Colorado,2020-04-14,8069,327
4485,Nebraska,2020-04-14,915,25
2355,Idaho,2020-04-14,1464,33
509,Arizona,2020-04-14,3809,167
793,California,2020-04-14,25356,767
4343,Montana,2020-04-14,399,7
2497,Illinois,2020-04-14,23302,869
1787,Georgia,2020-04-14,15530,532
2923,Kansas,2020-04-14,1441,71
3917,Minnesota,2020-04-14,1730,79
2639,Indiana,2020-04-14,8527,387
367,American Samoa,2020-04-14,0,0
4201,Missouri,2020-04-14,4747,149
3633,Massachusetts,2020-04-14,28691,945
4627,Nevada,2020-04-14,3134,132
3349,Maine,2020-04-14,737,20
1503,District of Columbia,2020-04-14,2058,67
1645,Florida,2020-04-14,21631,618
3775,Michigan,2020-04-14,29101,1813
2781,Iowa,2020-04-14,1899,55
1361,Diamond Princess,2020-04-14,49,0
2213,Hawaii,2020-04-14,514,9
1219,Delaware,2020-04-14,1937,43
1077,Connecticut,2020-04-14,14522,675
2071,Guam,2020-04-14,133,5
651,Arkansas,2020-04-14,1543,32
4059,Mississippi,2020-04-14,3087,111
83,Alabama,2020-04-14,3953,114
8178,Wyoming,2020-04-15,287,1
8036,Wisconsin,2020-04-15,3722,183
1646,Florida,2020-04-15,22516,596
7894,West Virginia,2020-04-15,702,14
4486,Nebraska,2020-04-15,920,25
2356,Idaho,2020-04-15,1473,39
6616,South Carolina,2020-04-15,3656,106
7184,Utah,2020-04-15,2680,28
84,Alabama,2020-04-15,4075,118
510,Arizona,2020-04-15,3964,182
3918,Minnesota,2020-04-15,1811,87
1504,District of Columbia,2020-04-15,2197,72
5338,North Carolina,2020-04-15,5340,130
7610,Virginia,2020-04-15,6500,296
2072,Guam,2020-04-15,135,5
5480,North Dakota,2020-04-15,365,9
4344,Montana,2020-04-15,404,7
652,Arkansas,2020-04-15,1617,33
1788,Georgia,2020-04-15,15933,559
3208,Louisiana,2020-04-15,22007,1104
1078,Connecticut,2020-04-15,15292,870
2640,Indiana,2020-04-15,8960,436
4202,Missouri,2020-04-15,4791,153
368,American Samoa,2020-04-15,0,0
4628,Nevada,2020-04-15,3216,131
6474,Rhode Island,2020-04-15,4007,157
5196,New York,2020-04-15,214454,16013
7468,Virgin Islands,2020-04-15,51,1
6190,Pennsylvania,2020-04-15,26753,779
794,California,2020-04-15,26686,860
3350,Maine,2020-04-15,772,24
2924,Kansas,2020-04-15,1504,71
6048,Oregon,2020-04-15,1663,58
7042,Texas,2020-04-15,15907,375
5906,Oklahoma,2020-04-15,2263,123
2498,Illinois,2020-04-15,24638,950
3066,Kentucky,2020-04-15,2288,124
4912,New Jersey,2020-04-15,72219,3158
3776,Michigan,2020-04-15,30309,1978
5764,Ohio,2020-04-15,7794,362
5054,New Mexico,2020-04-15,1484,36
3492,Maryland,2020-04-15,10032,311
1362,Diamond Princess,2020-04-15,49,0
2782,Iowa,2020-04-15,1995,53
7326,Vermont,2020-04-15,774,29
4770,New Hampshire,2020-04-15,1139,61
2214,Hawaii,2020-04-15,525,9
3634,Massachusetts,2020-04-15,30510,1123
1930,Grand Princess,2020-04-15,103,0
7752,Washington,2020-04-15,11325,552
6900,Tennessee,2020-04-15,6223,125
226,Alaska,2020-04-15,293,13
6332,Puerto Rico,2020-04-15,974,51
6758,South Dakota,2020-04-15,1168,6
936,Colorado,2020-04-15,8391,355
1220,Delaware,2020-04-15,2031,49
5622,Northern Mariana Islands,2020-04-15,13,2
4060,Mississippi,2020-04-15,3360,122
369,American Samoa,2020-04-16,0,0
2641,Indiana,2020-04-16,9542,478
2925,Kansas,2020-04-16,1615,80
8179,Wyoming,2020-04-16,296,3
2499,Illinois,2020-04-16,25789,1073
1363,Diamond Princess,2020-04-16,49,0
3493,Maryland,2020-04-16,10784,319
5907,Oklahoma,2020-04-16,2357,131
6759,South Dakota,2020-04-16,1311,7
1789,Georgia,2020-04-16,16520,587
7043,Texas,2020-04-16,16876,414
3209,Louisiana,2020-04-16,22588,1157
795,California,2020-04-16,27677,956
1221,Delaware,2020-04-16,2087,58
3351,Maine,2020-04-16,798,27
2215,Hawaii,2020-04-16,537,9
7469,Virgin Islands,2020-04-16,51,1
1647,Florida,2020-04-16,23349,668
1079,Connecticut,2020-04-16,16418,973
6475,Rhode Island,2020-04-16,4431,171
7327,Vermont,2020-04-16,789,33
5197,New York,2020-04-16,223691,16729
4203,Missouri,2020-04-16,5174,169
6049,Oregon,2020-04-16,1736,64
4629,Nevada,2020-04-16,3216,143
3635,Massachusetts,2020-04-16,32840,1123
4061,Mississippi,2020-04-16,3624,129
6191,Pennsylvania,2020-04-16,28258,841
227,Alaska,2020-04-16,300,13
5623,Northern Mariana Islands,2020-04-16,13,2
3919,Minnesota,2020-04-16,1811,87
511,Arizona,2020-04-16,4237,192
5339,North Carolina,2020-04-16,5639,150
1505,District of Columbia,2020-04-16,2350,81
2073,Guam,2020-04-16,135,5
6617,South Carolina,2020-04-16,3931,111
1931,Grand Princess,2020-04-16,103,0
3777,Michigan,2020-04-16,31059,2053
937,Colorado,2020-04-16,8761,373
5765,Ohio,2020-04-16,8414,423
2357,Idaho,2020-04-16,1587,41
85,Alabama,2020-04-16,4345,133
4487,Nebraska,2020-04-16,975,27
6901,Tennessee,2020-04-16,6606,137
653,Arkansas,2020-04-16,1664,37
5481,North Dakota,2020-04-16,393,9
7753,Washington,2020-04-16,11329,579
5055,New Mexico,2020-04-16,1484,36
4913,New Jersey,2020-04-16,76365,3521
7185,Utah,2020-04-16,2816,28
4345,Montana,2020-04-16,415,7
4771,New Hampshire,2020-04-16,1139,61
7611,Virginia,2020-04-16,6889,285
7895,West Virginia,2020-04-16,728,18
3067,Kentucky,2020-04-16,2512,129
6333,Puerto Rico,2020-04-16,1043,56
8037,Wisconsin,2020-04-16,3875,197
2783,Iowa,2020-04-16,2141,60
6334,Puerto Rico,2020-04-17,1068,58
1506,District of Columbia,2020-04-17,2476,86
5198,New York,2020-04-17,230597,18329
4630,Nevada,2020-04-17,3622,143
1648,Florida,2020-04-17,24763,725
7612,Virginia,2020-04-17,7491,298
3352,Maine,2020-04-17,828,29
6050,Oregon,2020-04-17,1785,70
1222,Delaware,2020-04-17,2339,61
8038,Wisconsin,2020-04-17,4053,206
5056,New Mexico,2020-04-17,1597,44
86,Alabama,2020-04-17,4571,148
2784,Iowa,2020-04-17,2333,64
5908,Oklahoma,2020-04-17,2573,141
7186,Utah,2020-04-17,2957,24
5624,Northern Mariana Islands,2020-04-17,13,2
3778,Michigan,2020-04-17,32048,2290
6760,South Dakota,2020-04-17,1411,7
6192,Pennsylvania,2020-04-17,29888,921
4488,Nebraska,2020-04-17,1158,33
8180,Wyoming,2020-04-17,305,3
5482,North Dakota,2020-04-17,393,9
2358,Idaho,2020-04-17,1609,41
2074,Guam,2020-04-17,136,5
6618,South Carolina,2020-04-17,4099,116
3920,Minnesota,2020-04-17,2070,111
512,Arizona,2020-04-17,4511,225
4914,New Jersey,2020-04-17,79186,3843
3068,Kentucky,2020-04-17,2609,138
6902,Tennessee,2020-04-17,6722,142
1932,Grand Princess,2020-04-17,103,0
938,Colorado,2020-04-17,9114,390
4772,New Hampshire,2020-04-17,1289,71
1364,Diamond Princess,2020-04-17,49,0
5766,Ohio,2020-04-17,9107,418
654,Arkansas,2020-04-17,1738,37
3494,Maryland,2020-04-17,11572,334
2216,Hawaii,2020-04-17,552,9
7328,Vermont,2020-04-17,789,35
4062,Mississippi,2020-04-17,3793,140
4346,Montana,2020-04-17,422,8
3636,Massachusetts,2020-04-17,35183,1262
228,Alaska,2020-04-17,309,13
5340,North Carolina,2020-04-17,6045,177
3210,Louisiana,2020-04-17,23174,1214
6476,Rhode Island,2020-04-17,4967,233
2642,Indiana,2020-04-17,10154,522
2926,Kansas,2020-04-17,1730,82
1790,Georgia,2020-04-17,18229,657
796,California,2020-04-17,29157,1037
1080,Connecticut,2020-04-17,17304,1038
7754,Washington,2020-04-17,11851,603
2500,Illinois,2020-04-17,27652,1133
7896,West Virginia,2020-04-17,775,25
4204,Missouri,2020-04-17,5371,184
370,American Samoa,2020-04-17,0,0
7044,Texas,2020-04-17,17849,451
7470,Virgin Islands,2020-04-17,51,2
371,American Samoa,2020-04-18,0,0
6051,Oregon,2020-04-18,1844,72
939,Colorado,2020-04-18,9520,412
7329,Vermont,2020-04-18,813,39
6193,Pennsylvania,2020-04-18,31652,1042
655,Arkansas,2020-04-18,1786,38
5199,New York,2020-04-18,237474,19819
5341,North Carolina,2020-04-18,6328,187
7613,Virginia,2020-04-18,8053,352
1223,Delaware,2020-04-18,2568,67
1507,District of Columbia,2020-04-18,2666,91
4347,Montana,2020-04-18,426,10
3637,Massachusetts,2020-04-18,37128,1424
7187,Utah,2020-04-18,3081,26
2927,Kansas,2020-04-18,1821,85
3211,Louisiana,2020-04-18,23637,1268
4489,Nebraska,2020-04-18,1309,33
1365,Diamond Princess,2020-04-18,49,0
3069,Kentucky,2020-04-18,2780,150
2785,Iowa,2020-04-18,2514,74
5625,Northern Mariana Islands,2020-04-18,14,2
6477,Rhode Island,2020-04-18,5637,271
797,California,2020-04-18,30491,1140
4205,Missouri,2020-04-18,5579,197
7045,Texas,2020-04-18,18704,476
1791,Georgia,2020-04-18,18704,680
5483,North Dakota,2020-04-18,528,9
7471,Virgin Islands,2020-04-18,53,3
229,Alaska,2020-04-18,314,13
2359,Idaho,2020-04-18,1655,43
6619,South Carolina,2020-04-18,4248,119
3921,Minnesota,2020-04-18,2209,121
513,Arizona,2020-04-18,4724,180
4915,New Jersey,2020-04-18,82168,4072
6903,Tennessee,2020-04-18,6885,143
1933,Grand Princess,2020-04-18,103,0
4773,New Hampshire,2020-04-18,1342,73
4063,Mississippi,2020-04-18,3974,152
3495,Maryland,2020-04-18,12326,421
