,Date,Country/Region,Lat,Long,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
203,2020-01-22,Romania,45.9432,24.9668,0,0,0.0,0.0,0,0,0
204,2020-01-22,Russia,60.0,90.0,0,0,0.0,0.0,0,0,0
205,2020-01-22,Rwanda,-1.9403,29.8739,0,0,0.0,0.0,0,0,0
206,2020-01-22,Saint Kitts and Nevis,17.357822,-62.782998,0,0,0.0,0.0,0,0,0
207,2020-01-22,Saint Lucia,13.9094,-60.9789,0,0,0.0,0.0,0,0,0
208,2020-01-22,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0,0.0,0.0,0,0,0
209,2020-01-22,San Marino,43.9424,12.4578,0,0,0.0,0.0,0,0,0
210,2020-01-22,Sao Tome and Principe,0.18636,6.613081,0,0,0.0,0.0,0,0,0
211,2020-01-22,Saudi Arabia,24.0,45.0,0,0,0.0,0.0,0,0,0
212,2020-01-22,Senegal,14.4974,-14.4524,0,0,0.0,0.0,0,0,0
213,2020-01-22,Serbia,44.0165,21.0059,0,0,0.0,0.0,0,0,0
214,2020-01-22,Seychelles,-4.6796,55.492,0,0,0.0,0.0,0,0,0
215,2020-01-22,Sierra Leone,8.460555,-11.779889,0,0,0.0,0.0,0,0,0
216,2020-01-22,Singapore,1.2833,103.8333,0,0,0.0,0.0,0,0,0
217,2020-01-22,Slovakia,48.669,19.699,0,0,0.0,0.0,0,0,0
218,2020-01-22,Slovenia,46.1512,14.9955,0,0,0.0,0.0,0,0,0
219,2020-01-22,Somalia,5.1521,46.1996,0,0,0.0,0.0,0,0,0
220,2020-01-22,South Africa,-30.5595,22.9375,0,0,0.0,0.0,0,0,0
221,2020-01-22,South Sudan,6.877,31.307,0,0,0.0,0.0,0,0,0
222,2020-01-22,Spain,40.0,-4.0,0,0,0.0,0.0,0,0,0
223,2020-01-22,Sri Lanka,7.0,81.0,0,0,0.0,0.0,0,0,0
224,2020-01-22,Sudan,12.8628,30.2176,0,0,0.0,0.0,0,0,0
225,2020-01-22,Suriname,3.9193,-56.0278,0,0,0.0,0.0,0,0,0
226,2020-01-22,Sweden,63.0,16.0,0,0,0.0,0.0,0,0,0
227,2020-01-22,Switzerland,46.8182,8.2275,0,0,0.0,0.0,0,0,0
228,2020-01-22,Syria,34.802075,38.996815,0,0,0.0,0.0,0,0,0
229,2020-01-22,Taiwan*,23.7,121.0,1,0,0.0,1.0,0,0,0
